"Item ","","Hit
pellets ","Detailed Pellets To Kill Color Legend : Shot(s) to Kill","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","2","","3","","4","","","5","","6","","7","","","8","","9","","",""
"BR-2
Shotgun
Single","","1","5","10","11","11","12","13","16","","2","7","7","7","8","9","11","","8","12","13","14","15","17","19"
"","","2","3","5","6","6","6","7","8","","1","4","4","4","4","5","6","","4","6","7","7","8","9","10"
"","","3","2","4","4","4","4","5","6","","1","3","3","3","3","3","4","","3","4","5","5","5","6","7"
"","","4","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","5","5"
"","","5","1","2","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","3","3","4","4"
"","","6","1","2","2","2","2","3","3","","1","2","2","2","2","2","2","","2","2","3","3","3","3","4"
"","","7","1","2","2","2","2","2","3","","1","1","1","1","2","2","2","","2","2","2","2","3","3","3"
"","","8","1","2","2","2","2","2","2","","1","1","1","1","1","2","2","","1","2","2","2","2","3","3"
"Deadrig
Shotgun
Single","","1","6","12","13","14","14","16","19","","2","8","9","9","10","11","13","","10","14","16","17","18","20","24"
"","","2","3","6","7","7","7","8","10","","1","4","5","5","5","6","7","","5","7","8","9","9","10","12"
"","","3","2","4","5","5","5","6","7","","1","3","3","3","4","4","5","","4","5","6","6","6","7","8"
"","","4","2","3","4","4","4","4","5","","1","2","3","3","3","3","4","","3","4","4","5","5","5","6"
"","","5","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","4","5"
"","","6","1","2","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","3","3","4","4"
"","","7","1","2","2","2","2","3","3","","1","2","2","2","2","2","2","","2","2","3","3","3","3","4"
"","","8","1","2","2","2","2","2","3","","1","1","2","2","2","2","2","","2","2","2","3","3","3","3"
"","","9","1","2","2","2","2","2","3","","1","1","1","1","2","2","2","","2","2","2","2","2","3","3"
"","","10","1","2","2","2","2","2","2","","1","1","1","1","1","2","2","","1","2","2","2","2","2","3"
"","","11","1","2","2","2","2","2","2","","1","1","1","1","1","1","2","","1","2","2","2","2","2","3"
"","","12","1","1","2","2","2","2","2","","1","1","1","1","1","1","2","","1","2","2","2","2","2","2"
"","","13","1","1","1","2","2","2","2","","1","1","1","1","1","1","1","","1","2","2","2","2","2","2"
"","","14","1","1","1","1","1","2","2","","1","1","1","1","1","1","1","","1","1","2","2","2","2","2"
"","","15","1","1","1","1","1","2","2","","1","1","1","1","1","1","1","","1","1","2","2","2","2","2"
"","","16","1","1","1","1","1","1","2","","1","1","1","1","1","1","1","","1","1","1","2","2","2","2"
"Devastator
Shotgun
Single","","1","5","10","12","12","13","15","17","","2","7","8","8","9","10","12","","9","13","14","15","16","18","21"
"","","2","3","5","6","6","7","8","9","","1","4","4","4","5","5","6","","5","7","7","8","8","9","11"
"","","3","2","4","4","4","5","5","6","","1","3","3","3","3","4","4","","3","5","5","5","6","6","7"
"","","4","2","3","3","3","4","4","5","","1","2","2","2","3","3","3","","3","4","4","4","4","5","6"
"","","5","1","2","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","3","4","4","5"
"","","6","1","2","2","2","3","3","3","","1","2","2","2","2","2","2","","2","3","3","3","3","3","4"
"","","7","1","2","2","2","2","3","3","","1","1","2","2","2","2","2","","2","2","2","3","3","3","3"
"","","8","1","2","2","2","2","2","3","","1","1","1","1","2","2","2","","2","2","2","2","2","3","3"
"","","9","1","2","2","2","2","2","2","","1","1","1","1","1","2","2","","1","2","2","2","2","2","3"
"","","10","1","1","2","2","2","2","2","","1","1","1","1","1","1","2","","1","2","2","2","2","2","3"
"","","11","1","1","2","2","2","2","2","","1","1","1","1","1","1","2","","1","2","2","2","2","2","2"
"","","12","1","1","1","1","2","2","2","","1","1","1","1","1","1","1","","1","2","2","2","2","2","2"
"Devastator
Shotgun
Charge
Single","","1","4","8","9","10","10","12","14","","2","6","6","6","7","8","9","","7","10","12","12","13","15","17"
"","","2","2","4","5","5","5","6","7","","1","3","3","3","4","4","5","","4","5","6","6","7","8","9"
"","","3","2","3","3","4","4","4","5","","1","2","2","2","3","3","3","","3","4","4","4","5","5","6"
"","","4","1","2","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","3","4","4","5"
"","","5","1","2","2","2","2","3","3","","1","2","2","2","2","2","2","","2","2","3","3","3","3","4"
"","","6","1","2","2","2","2","2","3","","1","1","1","1","2","2","2","","2","2","2","2","3","3","3"
"","","7","1","2","2","2","2","2","2","","1","1","1","1","1","2","2","","1","2","2","2","2","3","3"
"","","8","1","1","2","2","2","2","2","","1","1","1","1","1","1","2","","1","2","2","2","2","2","3"
"","","9","1","1","1","2","2","2","2","","1","1","1","1","1","1","1","","1","2","2","2","2","2","2"
"","","10","1","1","1","1","1","2","2","","1","1","1","1","1","1","1","","1","1","2","2","2","2","2"
"","","11","1","1","1","1","1","2","2","","1","1","1","1","1","1","1","","1","1","2","2","2","2","2"
"","","12","1","1","1","1","1","1","2","","1","1","1","1","1","1","1","","1","1","1","1","2","2","2"
"Prism
Laser
Shotgun","","1","9","18","20","21","22","25","29","","3","12","13","13","15","17","20","","15","22","25","26","28","32","37"
"","","2","5","9","10","11","11","13","15","","2","6","7","7","8","9","10","","8","11","13","13","14","16","19"
"","","3","3","6","7","7","8","9","10","","1","4","5","5","5","6","7","","5","8","9","9","10","11","13"
"","","4","3","5","5","6","6","7","8","","1","3","4","4","4","5","5","","4","6","7","7","7","8","10"
"","","5","2","4","4","5","5","5","6","","1","3","3","3","3","4","4","","3","5","5","6","6","7","8"
"","","6","2","3","4","4","4","5","5","","1","2","3","3","3","3","4","","3","4","5","5","5","6","7"
"","","7","2","3","3","3","4","4","5","","1","2","2","2","3","3","3","","3","4","4","4","4","5","6"
"","","8","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","4","5"
"R97
Shotgun
Rapid","","1","14","28","31","33","35","40","47","","5","19","21","21","24","27","31","","24","35","39","41","44","50","58"
"","","2","7","14","16","17","18","20","24","","3","10","11","11","12","14","16","","12","18","20","21","22","25","29"
"","","3","5","10","11","11","12","14","16","","2","7","7","7","8","9","11","","8","12","13","14","15","17","20"
"","","4","4","7","8","9","9","10","12","","2","5","6","6","6","7","8","","6","9","10","11","11","13","15"
"","","5","3","6","7","7","7","8","10","","1","4","5","5","5","6","7","","5","7","8","9","9","10","12"
"","","6","3","5","6","6","6","7","8","","1","4","4","4","4","5","6","","4","6","7","7","8","9","10"
"","","7","2","4","5","5","5","6","7","","1","3","3","3","4","4","5","","4","5","6","6","7","8","9"
"","","8","2","4","4","5","5","5","6","","1","3","3","3","3","4","4","","3","5","5","6","6","7","8"
"R97
Shotgun
Single","","1","13","25","28","30","32","36","42","","5","17","19","19","21","24","28","","21","32","35","37","40","45","53"
"","","2","7","13","14","15","16","18","21","","3","9","10","10","11","12","14","","11","16","18","19","20","23","27"
"","","3","5","9","10","10","11","12","14","","2","6","7","7","7","8","10","","7","11","12","13","14","15","18"
"","","4","4","7","7","8","8","9","11","","2","5","5","5","6","6","7","","6","8","9","10","10","12","14"
"","","5","3","5","6","6","7","8","9","","1","4","4","4","5","5","6","","5","7","7","8","8","9","11"
"","","6","3","5","5","5","6","6","7","","1","3","4","4","4","4","5","","4","6","6","7","7","8","9"
"","","7","2","4","4","5","5","6","6","","1","3","3","3","3","4","4","","3","5","5","6","6","7","8"
"","","8","2","4","4","4","4","5","6","","1","3","3","3","3","3","4","","3","4","5","5","5","6","7"
"","","9","2","3","4","4","4","4","5","","1","2","3","3","3","3","4","","3","4","4","5","5","5","6"
"","","10","2","3","3","3","4","4","5","","1","2","2","2","3","3","3","","3","4","4","4","4","5","6"
"","","11","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","5","5"
"","","12","2","3","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","4","4","4","5"
"Ravager-212
Twin
Shotgun
Single","","1","8","16","18","19","20","22","26","","3","11","12","12","13","15","18","","13","20","22","23","25","28","33"
"","","2","4","8","9","10","10","11","13","","2","6","6","6","7","8","9","","7","10","11","12","13","14","17"
"","","3","3","6","6","7","7","8","9","","1","4","4","4","5","5","6","","5","7","8","8","9","10","11"
"","","4","2","4","5","5","5","6","7","","1","3","3","3","4","4","5","","4","5","6","6","7","7","9"
"","","5","2","4","4","4","4","5","6","","1","3","3","3","3","3","4","","3","4","5","5","5","6","7"
"","","6","2","3","3","4","4","4","5","","1","2","2","2","3","3","3","","3","4","4","4","5","5","6"
"","","7","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","4","5"
"","","8","1","2","3","3","3","3","4","","1","2","2","2","2","2","3","","2","3","3","3","4","4","5"
"Salvo
Frag
Pistol
Charge
Single","","1","5","9","10","11","12","13","15","","2","6","7","7","8","9","10","","8","12","13","14","14","16","19"
"","","2","3","5","5","6","6","7","8","","1","3","4","4","4","5","5","","4","6","7","7","7","8","10"
"","","3","2","3","4","4","4","5","5","","1","2","3","3","3","3","4","","3","4","5","5","5","6","7"
"","","4","2","3","3","3","3","4","4","","1","2","2","2","2","3","3","","2","3","4","4","4","4","5"
"","","5","1","2","2","3","3","3","3","","1","2","2","2","2","2","2","","2","3","3","3","3","4","4"
"","","6","1","2","2","2","2","3","3","","1","1","2","2","2","2","2","","2","2","3","3","3","3","4"
"","","7","1","2","2","2","2","2","3","","1","1","1","1","2","2","2","","2","2","2","2","2","3","3"
"","","8","1","2","2","2","2","2","2","","1","1","1","1","1","2","2","","1","2","2","2","2","2","3"
"Tripledown
Pistol
Single","","1","5","9","10","10","11","12","14","","2","6","7","7","7","8","10","","7","11","12","13","14","15","18"
