"Item ","","Hit
pellets ","Detailed Pellets Time To Kill (s) Color Legend : Shot(s) to Kill","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","2","","3","","4","","","5","","6","","7","","","8","","9","","",""
"BR-2
Shotgun
Single","","1","2.38","4.76","5.36","5.95","5.95","7.14","8.93","","0.6","2.98","3.57","3.57","4.17","4.76","5.95","","4.17","5.95","6.55","7.14","7.74","9.52","11.31"
"","","2","1.19","2.38","2.38","2.98","2.98","3.57","4.17","","0","1.19","1.79","1.79","1.79","2.38","2.98","","1.79","2.98","2.98","3.57","3.57","4.76","5.36"
"","","3","0.6","1.19","1.79","1.79","1.79","2.38","2.98","","0","0.6","1.19","1.19","1.19","1.19","1.79","","1.19","1.79","1.79","2.38","2.38","2.98","3.57"
"","","4","0.6","1.19","1.19","1.19","1.19","1.79","1.79","","0","0.6","0.6","0.6","0.6","1.19","1.19","","0.6","1.19","1.19","1.79","1.79","2.38","2.38"
"","","5","0","0.6","0.6","1.19","1.19","1.19","1.79","","0","0.6","0.6","0.6","0.6","0.6","1.19","","0.6","1.19","1.19","1.19","1.19","1.79","1.79"
"","","6","0","0.6","0.6","0.6","0.6","1.19","1.19","","0","0","0.6","0.6","0.6","0.6","0.6","","0.6","0.6","0.6","1.19","1.19","1.19","1.79"
"","","7","0","0.6","0.6","0.6","0.6","0.6","1.19","","0","0","0","0","0.6","0.6","0.6","","0.6","0.6","0.6","0.6","0.6","1.19","1.19"
"","","8","0","0.6","0.6","0.6","0.6","0.6","0.6","","0","0","0","0","0","0.6","0.6","","0","0.6","0.6","0.6","0.6","1.19","1.19"
"Deadrig
Shotgun
Single","","1","5.36","10.71","11.79","12.86","13.93","16.07","20.36","","1.07","6.43","7.5","7.5","8.57","10.71","12.86","","8.57","12.86","15","16.07","17.14","20.36","24.64"
"","","2","2.14","5.36","5.36","6.43","6.43","7.5","9.64","","0","3.21","3.21","3.21","4.29","5.36","6.43","","4.29","6.43","7.5","7.5","8.57","9.64","11.79"
"","","3","1.07","3.21","3.21","4.29","4.29","5.36","6.43","","0","2.14","2.14","2.14","2.14","3.21","4.29","","2.14","4.29","4.29","5.36","5.36","6.43","7.5"
